,comment,keypoint,domain,label
8662,good offers <SEP> positive,subpar services <SEP> negative,Beauty & Spas,0
8663,fast and efficient employees <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
8664,beautiful dream <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
8665,best steakhouse <SEP> positive,excellent enchiladas <SEP> positive,Restaurants,0
8666,very good carne asada tacos <SEP> positive,good portions omelets <SEP> positive,Restaurants,0
8667,trustworthy service <SEP> positive,horrible customer service <SEP> negative,Automotive,0
8668,hard working attitude <SEP> positive,best airport parking <SEP> positive,Automotive,0
8669,horrible french dip <SEP> negative,always delicious food <SEP> positive,Restaurants,0
8670,sandy area <SEP> negative,great decor <SEP> positive,Arts & Entertainment,0
8671,best steakhouse <SEP> positive,authentic mexican food <SEP> positive,Restaurants,0
8672,good job <SEP> positive,excellent service <SEP> positive,Arts & Entertainment,0
8673,great costumer service <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,0
8674,excellent place <SEP> positive,great place <SEP> positive,Arts & Entertainment,1
8675,very friendly & polite driver <SEP> positive,great customer <SEP> positive,Automotive,0
8676,friendly everyone <SEP> positive,well - managed <SEP> positive,Beauty & Spas,0
8677,fantastic staff member <SEP> positive,polite staff <SEP> positive,Automotive,1
8678,fine audio <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,0
8679,great job deep tissue massage <SEP> positive,very strong chemical smell <SEP> negative,Beauty & Spas,0
8680,kind staff <SEP> positive,friendly and thorough gina <SEP> positive,Beauty & Spas,0
8681,pretty quick delivery <SEP> positive,friendly staff <SEP> positive,Restaurants,0
8682,terrible food <SEP> negative,great soups <SEP> positive,Restaurants,0
8683,friendly waitress <SEP> positive,great and friendly service <SEP> positive,Restaurants,0
8684,wonderful panera catering <SEP> positive,great quality sushi <SEP> positive,Restaurants,0
8685,amazing massage therapist <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
8686,loved dealer <SEP> positive,sub par service <SEP> negative,Automotive,0
8687,outstanding customer service <SEP> positive,always great service <SEP> positive,Restaurants,1
8688,best people <SEP> positive,happy customer <SEP> positive,Automotive,0
8689,memorable massage <SEP> positive,astonishing gym <SEP> positive,Beauty & Spas,0
8690,liked fireplace <SEP> positive,great ambience <SEP> positive,Restaurants,0
8691,quite nice movie theatre <SEP> positive,great audience interaction <SEP> positive,Arts & Entertainment,0
8692,ridiculous cigarette smoke <SEP> negative,below quality beverages <SEP> negative,Arts & Entertainment,0
8693,uncooked slab <SEP> negative,lacked seasoning king crab legs <SEP> negative,Restaurants,0
8694,kind employees <SEP> positive,attentively managed textures <SEP> positive,Restaurants,0
8695,cleaner sunday nights <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
8696,decent service <SEP> positive,very attentive service <SEP> positive,Restaurants,1
8697,really busy place <SEP> negative,readily available parking <SEP> positive,Arts & Entertainment,0
8698,completely order <SEP> negative,stellar customer service <SEP> positive,Restaurants,0
8699,proper parking lot <SEP> negative,big screens <SEP> positive,Arts & Entertainment,0
8700,very good oaxaca queso fundido <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,0
8701,good value <SEP> positive,over priced quality <SEP> negative,Restaurants,0
8702,great visit <SEP> positive,amazing professional <SEP> positive,Beauty & Spas,0
8703,very happy food <SEP> positive,consistently quality food <SEP> positive,Restaurants,1
8704,nice inside <SEP> positive,soothing lighting <SEP> positive,Beauty & Spas,0
8705,great personalities <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
8706,friendly and efficient staff overall <SEP> positive,commendable patience <SEP> positive,Automotive,0
8707,always bad service <SEP> negative,friendly staff <SEP> positive,Restaurants,0
8708,informative lash professionals <SEP> positive,filthy facility <SEP> negative,Beauty & Spas,0
8709,very nice helpful <SEP> positive,totally affordable and pleasant staff <SEP> positive,Beauty & Spas,0
8710,always great food <SEP> positive,consistently quality food <SEP> positive,Restaurants,1
8711,love parking <SEP> positive,clean facilities <SEP> positive,Automotive,0
8712,very unfriendly server <SEP> negative,no customer service <SEP> negative,Restaurants,0
8713,professional employee <SEP> positive,commendable patience <SEP> positive,Automotive,0
8714,always clean theater <SEP> positive,comfortable sets <SEP> positive,Arts & Entertainment,0
8715,always really friendly staff <SEP> positive,knowledgeable servers <SEP> positive,Restaurants,0
8716,very kind service <SEP> positive,honest employees <SEP> positive,Automotive,0
8717,comfortable atmosphere <SEP> positive,clean facilities <SEP> positive,Automotive,0
8718,inviting sports bar <SEP> positive,classic music <SEP> positive,Restaurants,0
8719,amazing service <SEP> positive,outstanding service <SEP> positive,Automotive,1
8720,killer technique <SEP> positive,super courteous staff <SEP> positive,Beauty & Spas,0
8721,very good tortilla chips <SEP> positive,moist chicken <SEP> negative,Restaurants,0
8722,pretty cool atmosphere <SEP> positive,crisp wings <SEP> positive,Restaurants,0
8723,amazing venue <SEP> positive,nice casino <SEP> positive,Arts & Entertainment,0
8724,very friendly girl <SEP> positive,great and friendly service <SEP> positive,Restaurants,0
8725,very annoying music <SEP> negative,comfortable sets <SEP> positive,Arts & Entertainment,0
8726,friendly and professional staff <SEP> positive,incredible instructor <SEP> positive,Arts & Entertainment,0
8727,hospitable everyone <SEP> positive,worst service <SEP> negative,Automotive,0
8728,great atmosphere inside <SEP> positive,fun family entertainment <SEP> positive,Arts & Entertainment,0
8729,huge bobbie sandwich <SEP> positive,generous portions <SEP> positive,Restaurants,0
8730,too loud karaoking <SEP> negative,great flavor <SEP> positive,Restaurants,0
8731,enjoy game <SEP> positive,fast and efficient service <SEP> positive,Restaurants,0
8732,amazing staff <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,1
8733,friendly employees <SEP> positive,incredible instructor <SEP> positive,Arts & Entertainment,0
8734,respectful staff <SEP> positive,friendly and attractive staff <SEP> positive,Arts & Entertainment,1
8735,very reasonable deal <SEP> positive,very competitive prices <SEP> positive,Automotive,0
8736,superb car buying <SEP> positive,best airport parking <SEP> positive,Automotive,0
8737,tasteless food <SEP> negative,cold food <SEP> negative,Restaurants,1
8738,fav spot <SEP> positive,very affordable price <SEP> positive,Restaurants,0
8739,best lash lounge <SEP> positive,great detail <SEP> positive,Beauty & Spas,0
8740,highest service <SEP> negative,top - notch service <SEP> positive,Restaurants,0
8741,warm waitress <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,0
8742,juicy burger <SEP> positive,excellent food <SEP> positive,Restaurants,0
8743,incredibly friendly staff <SEP> positive,super friendly staff <SEP> positive,Arts & Entertainment,1
8744,huge bowl serving size <SEP> positive,generous portions <SEP> positive,Restaurants,0
8745,balanced dumplings <SEP> positive,dirty water glasses <SEP> negative,Restaurants,0
8746,pricey massage <SEP> negative,excellent value <SEP> positive,Beauty & Spas,0
8747,perfect family night <SEP> positive,huge tourist trap <SEP> positive,Arts & Entertainment,0
8748,free glow stick <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
8749,no wait time <SEP> negative,top notch service <SEP> positive,Beauty & Spas,0
8750,awesome chairs <SEP> positive,super comfortable seats <SEP> positive,Arts & Entertainment,0
8751,beautiful dream <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
8752,great seat <SEP> positive,very comfortable seating <SEP> positive,Arts & Entertainment,0
8753,terrible oil <SEP> negative,dirty water glasses <SEP> negative,Restaurants,0
8754,nice artists <SEP> positive,thoroughly enjoyed massage <SEP> positive,Beauty & Spas,0
8755,very quickly food <SEP> positive,great affordable food <SEP> positive,Restaurants,1
8756,incredibly affordable price <SEP> positive,extremely affordable <SEP> positive,Beauty & Spas,0
8757,good bagels <SEP> positive,great mexican food <SEP> positive,Restaurants,0
8758,really good sound system <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
8759,very nice and professional manager <SEP> positive,good service <SEP> positive,Automotive,0
8760,great selection of teas <SEP> positive,great coffee recommendations <SEP> positive,Arts & Entertainment,0
8761,authentic food <SEP> positive,good food <SEP> positive,Restaurants,1
8762,huge mall <SEP> positive,great amenities <SEP> positive,Beauty & Spas,0
8763,great artists <SEP> positive,great quality work <SEP> positive,Beauty & Spas,0
8764,really nice staff <SEP> positive,hit or miss service <SEP> negative,Restaurants,0
8765,pretty good breakfast sandwiches <SEP> positive,always delicious food <SEP> positive,Restaurants,0
8766,instantly greeted <SEP> positive,prompt and efficient service <SEP> positive,Restaurants,0
8767,free drinks <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,1
8768,cold sausage <SEP> negative,great mexican food <SEP> positive,Restaurants,0
8769,enjoyed music selection <SEP> positive,nice casino <SEP> positive,Arts & Entertainment,0
8770,fun staff <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,1
8771,intimidate setting <SEP> negative,terrific picture <SEP> positive,Arts & Entertainment,0
8772,very friendly girl <SEP> positive,friendly and helpful staff <SEP> positive,Arts & Entertainment,0
8773,spectacular service <SEP> positive,knowledgeable servers <SEP> positive,Restaurants,0
8774,awesome chicken pesto <SEP> positive,perfectly seasoned fries <SEP> positive,Restaurants,0
8775,great maintenance team <SEP> positive,efficient service department <SEP> positive,Automotive,0
8776,trash service <SEP> negative,great and friendly service <SEP> positive,Restaurants,0
8777,short on fruit wines <SEP> positive,did margaritas <SEP> positive,Restaurants,0
8778,really nice spa <SEP> positive,great conversationalist <SEP> positive,Beauty & Spas,0
8779,promptly greeted <SEP> positive,very unprofessional service <SEP> negative,Automotive,0
8780,impressed with lobster <SEP> positive,great late night grub spot <SEP> positive,Restaurants,0
8781,much fun place <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
8782,great condition carts <SEP> positive,horrible customer service <SEP> negative,Arts & Entertainment,0
8783,really bad service <SEP> negative,good service <SEP> positive,Automotive,0
8784,decent sound <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
8785,a bit service <SEP> positive,friendly service <SEP> positive,Restaurants,1
8786,5 stars service <SEP> positive,amazing customer <SEP> positive,Automotive,0
8787,excellent custom service <SEP> positive,prompt and efficient service <SEP> positive,Restaurants,1
8788,nice everyone <SEP> positive,horribly overpriced place <SEP> negative,Beauty & Spas,0
8789,friendly employees <SEP> positive,poor business practice <SEP> negative,Automotive,0
8790,excellent customer <SEP> positive,worst customer service <SEP> negative,Automotive,0
8791,older lady <SEP> negative,amazing professional <SEP> positive,Beauty & Spas,0
8792,good people <SEP> positive,helpful staff <SEP> positive,Automotive,0
8793,good maintenance <SEP> positive,worst vacuum <SEP> negative,Automotive,0
8794,really old carpet express <SEP> negative,no pride in workmanship <SEP> negative,Automotive,0
8795,very friendly haircut <SEP> positive,astonishing gym <SEP> positive,Beauty & Spas,0
8796,really nice employees <SEP> positive,fine customer service <SEP> positive,Beauty & Spas,0
8797,well organized staff <SEP> positive,rude staff <SEP> negative,Beauty & Spas,0
8798,good tater tots <SEP> positive,impressive wine list <SEP> positive,Restaurants,0
8799,5 stars service <SEP> positive,"friendly , efficient service <SEP> positive",Restaurants,1
8800,gorgeous skin <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
8801,favorite grilled cheese pannini <SEP> positive,ridiculous badgering <SEP> negative,Restaurants,0
8802,dream luxury pedicure <SEP> positive,reasonable pricing <SEP> positive,Beauty & Spas,0
8803,amazing variety show <SEP> positive,massive tourist trap <SEP> positive,Arts & Entertainment,0
8804,fine dinning price <SEP> positive,great value for your money <SEP> positive,Restaurants,0
8805,great nails <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
8806,intimidate setting <SEP> negative,great bar <SEP> positive,Arts & Entertainment,0
8807,barely worth place <SEP> negative,great value for your money <SEP> positive,Restaurants,0
8808,super friendly serving staff <SEP> positive,lovely service <SEP> positive,Restaurants,0
8809,very good coffee <SEP> positive,great coffee recommendations <SEP> positive,Arts & Entertainment,0
8810,cute restaurant <SEP> positive,wonderful restaurant <SEP> positive,Restaurants,1
8811,best neck massage <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
8812,horrible service <SEP> negative,outstanding service <SEP> positive,Automotive,0
8813,very modern restaurant <SEP> positive,fitting decor <SEP> positive,Restaurants,0
8814,always perfect tomato soup <SEP> positive,great ramen <SEP> positive,Restaurants,0
8815,extremely friendly everyone <SEP> positive,absolutely top notch service <SEP> positive,Automotive,0
8816,lovely facial <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
8817,good bar <SEP> positive,great audience interaction <SEP> positive,Arts & Entertainment,0
8818,intuitive technician <SEP> negative,rude staff <SEP> negative,Beauty & Spas,0
8819,so promptly order <SEP> positive,overpriced for <SEP> negative,Restaurants,0
8820,excellent job gel manicure <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
8821,uncovered parking <SEP> positive,clean facilities <SEP> positive,Automotive,0
8822,wonderful staff <SEP> positive,great staff <SEP> positive,Beauty & Spas,1
8823,packed in seats <SEP> negative,very comfortable seating <SEP> positive,Arts & Entertainment,0
8824,pretty decent italian beef sandwich <SEP> positive,great family restaurant <SEP> positive,Restaurants,0
8825,best no frills <SEP> positive,cold fries <SEP> negative,Restaurants,0
8826,great color <SEP> positive,great detail <SEP> positive,Beauty & Spas,0
8827,knowledgeable staff <SEP> positive,helpful staff <SEP> positive,Automotive,1
8828,fabulous tres carne pizza <SEP> positive,good quality mexican food <SEP> positive,Restaurants,0
8829,family owned business <SEP> positive,extremely friendly staff <SEP> positive,Restaurants,0
8830,completely amazing service <SEP> positive,great service <SEP> positive,Beauty & Spas,1
8831,down dining etiquette <SEP> negative,good food <SEP> positive,Restaurants,0
8832,attractive ballparks <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
8833,bad customer service <SEP> negative,very unprofessional service <SEP> negative,Automotive,1
8834,love theater <SEP> positive,great singing <SEP> positive,Arts & Entertainment,0
8835,friendly waiter <SEP> positive,friendly and welcoming owner <SEP> positive,Restaurants,0
8836,outstanding customer service <SEP> positive,great and friendly service <SEP> positive,Restaurants,1
8837,family owned and operated establishment <SEP> negative,extremely mediocre service <SEP> negative,Restaurants,0
8838,clean inside <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
8839,terrific informal dining venue <SEP> positive,great flavor <SEP> positive,Restaurants,0
8840,wonderful friendly server <SEP> positive,attentively managed textures <SEP> positive,Restaurants,0
8841,delicious pasta dishes <SEP> positive,fresh salads <SEP> positive,Restaurants,0
8842,rude security <SEP> negative,scenic vistas <SEP> positive,Arts & Entertainment,0
8843,best car service shop <SEP> positive,top - notch service <SEP> positive,Automotive,0
8844,yum root beer float <SEP> positive,good selection of cocktails <SEP> positive,Restaurants,0
8845,excellent team <SEP> positive,best customer <SEP> positive,Automotive,0
8846,great customer service department <SEP> positive,worst customer service <SEP> negative,Automotive,0
8847,so hot plates <SEP> negative,reliable korean cuisine <SEP> positive,Restaurants,0
8848,very unfriendly server <SEP> negative,outstanding customer service <SEP> positive,Restaurants,0
8849,small casino <SEP> positive,very comfortable seating <SEP> positive,Arts & Entertainment,0
8850,top notch jr <SEP> positive,worst carwash <SEP> negative,Automotive,0
8851,affordable nail salons <SEP> positive,good customer service <SEP> positive,Beauty & Spas,0
8852,best comfort food <SEP> positive,always delicious food <SEP> positive,Restaurants,1
8853,strictly theater seating <SEP> positive,very comfortable seating <SEP> positive,Arts & Entertainment,1
8854,always perfect tomato soup <SEP> positive,great meats <SEP> positive,Restaurants,0
8855,friendly staff <SEP> positive,filthy facility <SEP> negative,Beauty & Spas,0
8856,amazing frontega chicken panini <SEP> positive,wide selection of food <SEP> positive,Restaurants,0
8857,great performance <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
8858,professional employee <SEP> positive,good service <SEP> positive,Automotive,0
8859,no complaints food <SEP> positive,great food <SEP> positive,Restaurants,1
8860,great management <SEP> positive,great flavor <SEP> positive,Restaurants,0
8861,very quick dinner of pork bone soup <SEP> positive,great soups <SEP> positive,Restaurants,0
8862,best meatball sandwich <SEP> positive,always delicious food <SEP> positive,Restaurants,0
8863,young servers <SEP> positive,nice servers <SEP> positive,Restaurants,1
8864,nice employees <SEP> positive,knowledgeable servers <SEP> positive,Restaurants,0
8865,best italian food <SEP> positive,always delicious food <SEP> positive,Restaurants,1
8866,best guacamole <SEP> positive,always delicious food <SEP> positive,Restaurants,0
8867,amazing time <SEP> positive,friendly and fast service <SEP> positive,Restaurants,0
8868,old bread <SEP> negative,seasoned well rice <SEP> positive,Restaurants,0
8869,reasonable prices <SEP> positive,over hyped expensive <SEP> negative,Restaurants,0
8870,liked burger <SEP> positive,great affordable food <SEP> positive,Restaurants,0
8871,easy check in <SEP> positive,top notch service <SEP> positive,Beauty & Spas,0
8872,really good service <SEP> positive,friendly service <SEP> positive,Restaurants,1
8873,extremely nice atmosphere <SEP> positive,fitting decor <SEP> positive,Restaurants,0
8874,fun party <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
8875,useful food <SEP> positive,great affordable food <SEP> positive,Restaurants,1
8876,yummy bruschetta <SEP> positive,perfect consistency refried beans <SEP> positive,Restaurants,0
8877,always cold soup <SEP> negative,great family restaurant <SEP> positive,Restaurants,0
8878,very helpful with server <SEP> positive,extremely professional service <SEP> positive,Restaurants,0
8879,awesome waiter <SEP> positive,stellar customer service <SEP> positive,Restaurants,0
8880,active architectural program <SEP> positive,great audience interaction <SEP> positive,Arts & Entertainment,0
8881,great environment <SEP> positive,great quality work <SEP> positive,Beauty & Spas,0
8882,fantastic albondigas soup <SEP> positive,disappointing food <SEP> negative,Restaurants,0
8883,always understood staff <SEP> positive,super courteous staff <SEP> positive,Beauty & Spas,1
8884,amazing prices <SEP> positive,great value for your money <SEP> positive,Restaurants,0
8885,most awesome waitress <SEP> positive,friendly and helpful waitress <SEP> positive,Restaurants,1
8886,immaculate quality <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
8887,real cool eatery <SEP> positive,good food <SEP> positive,Restaurants,0
8888,speedy bartender <SEP> positive,incredible instructor <SEP> positive,Arts & Entertainment,0
8889,hot towel shave <SEP> negative,best massage <SEP> positive,Beauty & Spas,0
8890,promptly though food <SEP> positive,consistently quality food <SEP> positive,Restaurants,1
8891,great for audio player <SEP> positive,huge tourist trap <SEP> positive,Arts & Entertainment,0
8892,nice person <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
8893,ample meat <SEP> positive,wilted lettuce <SEP> negative,Restaurants,0
8894,poor security <SEP> negative,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
8895,could not be any better service <SEP> negative,no customer service <SEP> negative,Restaurants,0
8896,good friendly service <SEP> positive,friendly staff <SEP> positive,Restaurants,0
8897,very professionally run spa <SEP> negative,best attention to <SEP> positive,Beauty & Spas,0
8898,accommodating treatment <SEP> positive,top - notch service <SEP> positive,Automotive,0
8899,absolutely horrible customer service <SEP> negative,worst service <SEP> negative,Automotive,1
8900,smooth party process <SEP> positive,reasonably priced entrance fee <SEP> positive,Arts & Entertainment,0
8901,pleasant staff <SEP> positive,extremely friendly staff <SEP> positive,Restaurants,1
8902,ridiculously fun experience <SEP> positive,family - friendly park <SEP> positive,Arts & Entertainment,0
8903,very friendly and attentive bunnies <SEP> positive,super friendly staff <SEP> positive,Arts & Entertainment,0
8904,most trendy fashion <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
8905,always friendly and efficient staff <SEP> positive,extremely mediocre service <SEP> negative,Restaurants,0
8906,very pleasant and attentive server <SEP> positive,a+ customer service <SEP> positive,Restaurants,0
8907,super attentive waitress <SEP> positive,friendly and helpful waitress <SEP> positive,Restaurants,1
8908,shining souffle <SEP> positive,great sauces <SEP> positive,Restaurants,0
8909,good friendly service <SEP> positive,patient staff <SEP> positive,Restaurants,0
8910,awesome food <SEP> positive,wide selection of food <SEP> positive,Restaurants,1
8911,smartly outfitted staff <SEP> positive,extremely friendly staff <SEP> positive,Restaurants,1
8912,ready food <SEP> positive,prepared food <SEP> positive,Restaurants,1
8913,right time between courses <SEP> positive,always on point service <SEP> positive,Restaurants,0
8914,bad first experience <SEP> negative,great brisket <SEP> positive,Restaurants,0
8915,down to earth dudes <SEP> positive,friendly dealers <SEP> positive,Arts & Entertainment,0
8916,awesome server <SEP> positive,extremely professional service <SEP> positive,Restaurants,0
8917,nice hello <SEP> positive,impeccable service <SEP> positive,Restaurants,0
8918,very friendly and informative service <SEP> positive,superior service <SEP> positive,Restaurants,1
8919,love atmosphere <SEP> positive,great neighborhood <SEP> positive,Restaurants,0
8920,professional tony <SEP> positive,polite staff <SEP> positive,Automotive,0
8921,very good food <SEP> positive,great meats <SEP> positive,Restaurants,0
8922,good bar <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,0
8923,pretty good crust <SEP> positive,great food <SEP> positive,Restaurants,0
8924,incredibly knowledgable folks <SEP> positive,honest employees <SEP> positive,Automotive,0
8925,loves lasagna <SEP> positive,great ramen <SEP> positive,Restaurants,0
8926,great service <SEP> positive,commendable patience <SEP> positive,Automotive,0
8927,really terrific massages <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
8928,very knowledgeable service <SEP> positive,sub par service <SEP> negative,Automotive,0
8929,cleaner sunday nights <SEP> positive,comfortable sets <SEP> positive,Arts & Entertainment,0
8930,above beyond service <SEP> positive,commendable patience <SEP> positive,Automotive,0
8931,helpful staffs <SEP> positive,very good customer service <SEP> positive,Restaurants,0
8932,hands on owner <SEP> positive,prompt and efficient service <SEP> positive,Restaurants,0
8933,very traditional mexican food <SEP> positive,good food <SEP> positive,Restaurants,1
8934,amazing coffee shop <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
8935,awesome server <SEP> positive,impeccable service <SEP> positive,Restaurants,0
8936,always been wonderful service <SEP> positive,lovely service <SEP> positive,Restaurants,1
8937,poor management <SEP> negative,best customer <SEP> positive,Automotive,0
8938,favorite breakfast sandwich <SEP> positive,great sauces <SEP> positive,Restaurants,0
8939,cheap venue <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
8940,failure on staffs <SEP> negative,great staff <SEP> positive,Arts & Entertainment,0
8941,liked place <SEP> positive,good find <SEP> positive,Arts & Entertainment,0
8942,great artist <SEP> positive,thoroughly enjoyed massage <SEP> positive,Beauty & Spas,0
8943,very busy restaurant <SEP> negative,best wings <SEP> positive,Restaurants,0
8944,great beer specials <SEP> positive,did margaritas <SEP> positive,Restaurants,0
8945,yummy seafood pancake <SEP> positive,ridiculous badgering <SEP> negative,Restaurants,0
8946,sugary margarita <SEP> negative,dirty water glasses <SEP> negative,Restaurants,0
8947,good desert selection <SEP> positive,lack of fair processes <SEP> negative,Arts & Entertainment,0
8948,strong drinks on <SEP> positive,dirty water glasses <SEP> negative,Restaurants,0
8949,nice decor <SEP> positive,fitting decor <SEP> positive,Restaurants,1
8950,magnificent service <SEP> positive,always great service <SEP> positive,Restaurants,1
8951,fantastic salesmen <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
8952,happy service <SEP> positive,outstanding service <SEP> positive,Automotive,1
8953,amazing deals <SEP> positive,friendly and professional front desk <SEP> positive,Beauty & Spas,0
8954,new car <SEP> positive,worst vacuum <SEP> negative,Automotive,0
8955,great personalities <SEP> positive,great detail <SEP> positive,Beauty & Spas,0
8956,pretty good museum store <SEP> positive,fun family entertainment <SEP> positive,Arts & Entertainment,0
8957,ridiculously fun experience <SEP> positive,great decor <SEP> positive,Arts & Entertainment,0
8958,tres tres bon restaurant <SEP> positive,good food <SEP> positive,Restaurants,0
8959,always professional and knowledgeable lindsay <SEP> positive,good customer service <SEP> positive,Beauty & Spas,0
8960,delicious pineapple fried rice <SEP> positive,excellent enchiladas <SEP> positive,Restaurants,0
8961,good drink <SEP> positive,fairly priced drinks <SEP> positive,Restaurants,0
8962,perfect music <SEP> positive,fun music <SEP> positive,Arts & Entertainment,1
8963,very people <SEP> negative,extremely friendly staff <SEP> positive,Restaurants,0
8964,favorite ballpark <SEP> positive,great place <SEP> positive,Arts & Entertainment,0
8965,great tickets <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
8966,delicious food <SEP> positive,good food <SEP> positive,Restaurants,1
8967,killer view <SEP> positive,nice casino <SEP> positive,Arts & Entertainment,0
8968,loved dish <SEP> positive,great soups <SEP> positive,Restaurants,0
8969,too salty everything <SEP> negative,addictive sandwiches <SEP> negative,Restaurants,0
8970,great design <SEP> positive,thoroughly enjoyed massage <SEP> positive,Beauty & Spas,0
8971,young servers <SEP> positive,prompt and efficient service <SEP> positive,Restaurants,0
8972,amazing robes <SEP> positive,professional environment <SEP> positive,Beauty & Spas,0
8973,dressy atmosphere <SEP> negative,fitting decor <SEP> positive,Restaurants,0
8974,really great food <SEP> positive,consistently quality food <SEP> positive,Restaurants,1
8975,gracious staff <SEP> positive,helpful staff <SEP> positive,Automotive,1
8976,cheap food <SEP> positive,great affordable food <SEP> positive,Restaurants,1
8977,clean center <SEP> positive,too much noise <SEP> negative,Beauty & Spas,0
8978,really exciting experience <SEP> positive,fitting decor <SEP> positive,Restaurants,0
8979,wonderful staff <SEP> positive,top - notch service <SEP> positive,Automotive,0
8980,so hot plates <SEP> negative,homemade pastas <SEP> positive,Restaurants,0
8981,jumping area <SEP> negative,nice casino <SEP> positive,Arts & Entertainment,0
8982,the wedding soup <SEP> positive,excellent food <SEP> positive,Restaurants,0
8983,fantastic staff <SEP> positive,professional staff <SEP> positive,Restaurants,1
8984,classy restaurants <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
8985,incredibly polite movers <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
8986,very accommodating staff <SEP> positive,professional and friendly staff <SEP> positive,Beauty & Spas,1
8987,always really friendly staff <SEP> positive,"friendly , efficient service <SEP> positive",Restaurants,0
8988,delish salmon salad <SEP> positive,great for night time snackers <SEP> positive,Restaurants,0
8989,subpar experience <SEP> negative,perfect gem <SEP> positive,Restaurants,0
8990,shining souffle <SEP> positive,authentic mexican food <SEP> positive,Restaurants,0
8991,very good service <SEP> positive,outstanding service <SEP> positive,Automotive,1
8992,friendly staff <SEP> positive,professional and friendly staff <SEP> positive,Beauty & Spas,1
8993,small exhibit <SEP> negative,super comfortable seats <SEP> positive,Arts & Entertainment,0
8994,really nice people <SEP> positive,great staff <SEP> positive,Arts & Entertainment,0
8995,gorgeous collection <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
8996,attentive servers <SEP> positive,impeccable service <SEP> positive,Restaurants,0
8997,favorite cobb salad <SEP> positive,authentic korean food <SEP> positive,Restaurants,0
8998,sweet ladies <SEP> positive,clean shop <SEP> positive,Beauty & Spas,0
8999,decent entertainments <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
9000,like upstairs sitting <SEP> positive,great flavor <SEP> positive,Restaurants,0
9001,favorite fuji apple salad <SEP> positive,cooked poorly burger <SEP> negative,Restaurants,0
9002,favorite grilled cheese pannini <SEP> positive,moist chicken <SEP> negative,Restaurants,0
9003,very poor service department <SEP> negative,absolutely top notch service <SEP> positive,Automotive,0
9004,terrific stylist <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
9005,kind and cheerful employees <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
9006,great customer service department <SEP> positive,best customer <SEP> positive,Automotive,0
9007,passionate fans <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
9008,cold bread <SEP> negative,great affordable food <SEP> positive,Restaurants,0
9009,incredibly friendly and communicative people <SEP> positive,great staff <SEP> positive,Arts & Entertainment,0
9010,very young actors <SEP> positive,friendly and attentive concessions <SEP> positive,Arts & Entertainment,0
9011,highly recommend <SEP> positive,fraudulent place <SEP> negative,Automotive,0
9012,best popcorn <SEP> positive,great family fun <SEP> positive,Arts & Entertainment,0
9013,pleased pricing <SEP> positive,reasonable pricing <SEP> positive,Beauty & Spas,1
9014,good experience <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
