,comment,keypoint,domain,label
5021,friendly everyone <SEP> positive,horrible customer service <SEP> negative,Hotels,0
5022,amazing performance <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
5023,awesome service <SEP> positive,very rude server <SEP> negative,Hotels,0
5024,excellent service <SEP> positive,friendly and attractive staff <SEP> positive,Arts & Entertainment,0
5025,completely move <SEP> positive,no pride in workmanship <SEP> negative,Automotive,0
5026,super friendly and courteous staff <SEP> positive,well staffed <SEP> positive,Hotels,0
5027,very approachable chris <SEP> positive,professional and friendly staff <SEP> positive,Beauty & Spas,0
5028,very professional employees <SEP> positive,filthy facility <SEP> negative,Beauty & Spas,0
5029,upsetting care <SEP> positive,efficient service department <SEP> positive,Automotive,0
5030,kind and cheerful employees <SEP> positive,totally affordable and pleasant staff <SEP> positive,Beauty & Spas,0
5031,good people <SEP> positive,poor customer service <SEP> negative,Automotive,0
5032,soo cute room <SEP> positive,spotless room <SEP> positive,Hotels,1
5033,nice everyone <SEP> positive,very professional staff <SEP> positive,Beauty & Spas,0
5034,bad picture <SEP> negative,nice rooms <SEP> positive,Hotels,0
5035,outstanding tour guide <SEP> positive,incredible instructor <SEP> positive,Arts & Entertainment,0
5036,great laundry <SEP> positive,kept clean washrooms <SEP> positive,Hotels,0
5037,extremely clean facilities <SEP> positive,worst costumer <SEP> negative,Beauty & Spas,0
5038,gracious staff <SEP> positive,uneven service <SEP> negative,Hotels,0
5039,unapologetic staff <SEP> negative,worst customer service experience <SEP> negative,Hotels,0
5040,very relaxing massage <SEP> positive,modern decor <SEP> positive,Beauty & Spas,0
5041,cleaner sunday nights <SEP> positive,engaging show <SEP> positive,Arts & Entertainment,0
5042,perfect financing plan <SEP> positive,very competitive prices <SEP> positive,Automotive,0
5043,really nice people <SEP> positive,impeccable customer service <SEP> positive,Automotive,0
5044,really nice people <SEP> positive,rude employees <SEP> negative,Arts & Entertainment,0
5045,best music experience <SEP> positive,fun family entertainment <SEP> positive,Arts & Entertainment,0
5046,plentiful parking <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,1
5047,love customer service <SEP> positive,exceptional customer service <SEP> positive,Hotels,1
5048,closed for pool <SEP> negative,very poor wifi <SEP> negative,Hotels,0
5049,friendly and staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
5050,most experienced experts <SEP> positive,good customer service <SEP> positive,Beauty & Spas,0
5051,helpful everyone <SEP> positive,dishonest people <SEP> negative,Automotive,0
5052,great improvements <SEP> positive,lack of fair processes <SEP> negative,Arts & Entertainment,0
5053,intimate setting <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
5054,high seat <SEP> positive,great decor <SEP> positive,Arts & Entertainment,0
5055,courtesy valet parking <SEP> positive,ghetto accomadations <SEP> negative,Hotels,0
5056,very accomodating staff <SEP> positive,impeccable customer service <SEP> positive,Beauty & Spas,0
5057,too big venue <SEP> negative,terrific picture <SEP> positive,Arts & Entertainment,0
5058,good deal <SEP> positive,reasonably priced <SEP> positive,Automotive,0
5059,central mall <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
5060,rich regional history <SEP> positive,great decor <SEP> positive,Arts & Entertainment,0
5061,quick checkins <SEP> positive,very poor wifi <SEP> negative,Hotels,0
5062,extremely accommodating owner <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
5063,very nice everyone <SEP> positive,exceptional customer service <SEP> positive,Hotels,0
5064,honest shop <SEP> negative,amazing customer <SEP> positive,Automotive,0
5065,uncomfortable buses <SEP> negative,painfully slow elevators <SEP> negative,Hotels,0
5066,fairly nice rooms <SEP> positive,ghetto accomadations <SEP> negative,Hotels,0
5067,very approachable workers <SEP> positive,great staff <SEP> positive,Beauty & Spas,0
5068,new management <SEP> positive,amazing customer <SEP> positive,Automotive,0
5069,good chat <SEP> positive,great quality work <SEP> positive,Beauty & Spas,0
5070,comfortable environment <SEP> positive,professional environment <SEP> positive,Beauty & Spas,1
5071,outdoor shower <SEP> negative,nice rooms <SEP> positive,Hotels,0
5072,underground parking <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,1
5073,no bad seats <SEP> positive,great audience interaction <SEP> positive,Arts & Entertainment,0
5074,less seats <SEP> positive,comfy recliners <SEP> positive,Arts & Entertainment,0
5075,always salon <SEP> positive,top notch service <SEP> positive,Beauty & Spas,0
5076,wonderful atmosphere <SEP> positive,astonishing gym <SEP> positive,Beauty & Spas,0
5077,failing nails <SEP> negative,outstanding deep tissue massage <SEP> positive,Beauty & Spas,0
5078,top - notch band <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
5079,terrible attitude <SEP> negative,clean facilities <SEP> positive,Automotive,0
5080,plenty of outdoor seating <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
5081,good conversation <SEP> positive,clean rooms <SEP> positive,Beauty & Spas,0
5082,sketchy haircut <SEP> negative,clean rooms <SEP> positive,Beauty & Spas,0
5083,relaxing experience <SEP> positive,very comfortable rooms <SEP> positive,Hotels,0
5084,nice accommodating <SEP> positive,terrible customer service <SEP> negative,Hotels,0
5085,beautiful servers <SEP> positive,great staff <SEP> positive,Arts & Entertainment,0
5086,laid back casino <SEP> positive,great selection of movies <SEP> positive,Arts & Entertainment,0
5087,always great staff <SEP> positive,horribly overpriced place <SEP> negative,Beauty & Spas,0
5088,extremely friendly and accommodating staff <SEP> positive,friendly and helpful staff <SEP> positive,Hotels,1
5089,terrible service overall <SEP> negative,absolutely top notch service <SEP> positive,Automotive,0
5090,professional service <SEP> positive,good service <SEP> positive,Automotive,1
5091,really happy staying <SEP> positive,accessible parking <SEP> positive,Hotels,0
5092,most trendy fashion <SEP> positive,great detail <SEP> positive,Beauty & Spas,0
5093,great amenities <SEP> positive,great hiking location <SEP> positive,Hotels,0
5094,informal cocktail table set up <SEP> positive,always comfortable beds <SEP> positive,Hotels,0
5095,fairly nice rooms <SEP> positive,nice rooms <SEP> positive,Hotels,1
5096,excitable inter - inning festivities <SEP> positive,great singing <SEP> positive,Arts & Entertainment,0
5097,semi loud neighbors <SEP> negative,slippery stairs <SEP> negative,Hotels,0
5098,free airport shuttle <SEP> positive,painfully slow elevators <SEP> negative,Hotels,0
5099,wide variety of cuisines <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
5100,impressed customer service <SEP> positive,horrible customer service <SEP> negative,Automotive,0
5101,sandy area <SEP> negative,scenic vistas <SEP> positive,Arts & Entertainment,0
5102,good offers <SEP> positive,amazing stylist <SEP> positive,Beauty & Spas,0
5103,horrible school <SEP> negative,best pedicures <SEP> positive,Beauty & Spas,0
5104,disappointing stay <SEP> negative,very fast wifi <SEP> positive,Hotels,0
5105,accommodating treatment <SEP> positive,terrible customer service <SEP> negative,Automotive,0
5106,beautiful rooms <SEP> positive,great view <SEP> positive,Hotels,0
5107,laid back spa <SEP> positive,broken pool fountains <SEP> negative,Hotels,0
5108,greatest staff <SEP> positive,super courteous staff <SEP> positive,Hotels,1
5109,exceptionally friendly staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
5110,tad on service <SEP> negative,outstanding customer service <SEP> positive,Automotive,0
5111,amazing motown setlist <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
5112,see - through bathroom door <SEP> negative,excellent massage <SEP> positive,Hotels,0
5113,nice digs <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
5114,very nice and friendly owners <SEP> positive,friendly and attentive concessions <SEP> positive,Arts & Entertainment,0
5115,always ahead of the competition price <SEP> positive,very competitive prices <SEP> positive,Automotive,0
5116,easy delivery <SEP> positive,courteous front desk folks <SEP> positive,Hotels,0
5117,great room service <SEP> positive,inattentive valet staff <SEP> negative,Hotels,0
5118,very comfortable rooms <SEP> positive,nice and updated style <SEP> positive,Hotels,0
5119,lack customer service <SEP> negative,great staff <SEP> positive,Arts & Entertainment,0
5120,passionate fans <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
5121,very helpful everyone <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
5122,appreciated interior decoration <SEP> positive,modern decor <SEP> positive,Beauty & Spas,0
5123,pleased with massage <SEP> positive,astonishing gym <SEP> positive,Beauty & Spas,0
5124,prefer room service <SEP> positive,helpful and caring staff <SEP> positive,Hotels,0
5125,promptly greeted <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
5126,massive shopping centre <SEP> positive,worst costumer <SEP> negative,Beauty & Spas,0
5127,expensive wear <SEP> negative,soothing lighting <SEP> positive,Beauty & Spas,0
5128,beyond filthy windows <SEP> negative,great view <SEP> positive,Hotels,0
5129,great amenities <SEP> positive,huge bathtubs <SEP> positive,Hotels,0
5130,horrible horrible service <SEP> negative,helpful staff <SEP> positive,Automotive,0
5131,extremely friendly ladies <SEP> positive,great cleaning staff <SEP> positive,Hotels,0
5132,great embassy suites <SEP> positive,great for business travel <SEP> positive,Hotels,0
5133,divine experience <SEP> positive,clean rooms <SEP> positive,Beauty & Spas,0
5134,best barber shop <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
5135,absolutely horrible customer service <SEP> negative,happy customer <SEP> positive,Automotive,0
5136,incredibly friendly staff <SEP> positive,rude staff <SEP> negative,Beauty & Spas,0
5137,loved nails <SEP> positive,best massage <SEP> positive,Beauty & Spas,0
5138,semi loud neighbors <SEP> negative,flatscreen tvs <SEP> positive,Hotels,0
5139,always off its duty concierge <SEP> negative,poor freaking customer service <SEP> negative,Hotels,0
5140,nice resort <SEP> positive,excellent resort <SEP> positive,Hotels,1
5141,very professional and helpful staff <SEP> positive,uneven service <SEP> negative,Hotels,0
5142,good pedicure <SEP> positive,great pedicures <SEP> positive,Beauty & Spas,0
5143,above beyond service <SEP> positive,helpful staff <SEP> positive,Automotive,0
5144,best music experience <SEP> positive,excellent affordable night out <SEP> positive,Arts & Entertainment,0
5145,kid friendly magic show <SEP> positive,big screens <SEP> positive,Arts & Entertainment,0
5146,damn nice staff <SEP> positive,super courteous staff <SEP> positive,Hotels,1
5147,happy staff <SEP> positive,great service <SEP> positive,Beauty & Spas,0
5148,great barbershop <SEP> positive,outstanding deep tissue massage <SEP> positive,Beauty & Spas,0
5149,really great and friendly service <SEP> positive,horrible customer service <SEP> negative,Hotels,0
5150,pleased with massage <SEP> positive,clean rooms <SEP> positive,Beauty & Spas,0
5151,wonderful staff <SEP> positive,totally affordable and pleasant staff <SEP> positive,Beauty & Spas,1
5152,very professional manner <SEP> positive,dishonest people <SEP> negative,Automotive,0
5153,unbelievably magic <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,0
5154,advanced aesthetics <SEP> positive,worst costumer <SEP> negative,Beauty & Spas,0
5155,welcoming staff <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,1
5156,very professionally run spa <SEP> negative,filthy facility <SEP> negative,Beauty & Spas,0
5157,aweful experience <SEP> negative,no pride in workmanship <SEP> negative,Automotive,0
5158,extremely kind store <SEP> positive,great customer <SEP> positive,Automotive,0
5159,knowledgeable guys <SEP> positive,best customer <SEP> positive,Automotive,0
5160,perfect color <SEP> positive,great attention to <SEP> positive,Beauty & Spas,0
5161,beautifully decorated properties <SEP> positive,worst experience <SEP> negative,Hotels,0
5162,best airport parking option <SEP> positive,best airport parking <SEP> positive,Automotive,1
5163,horrible massage <SEP> negative,great attention to <SEP> positive,Beauty & Spas,0
5164,super friendly and courteous staff <SEP> positive,amazing staff <SEP> positive,Hotels,1
5165,great help <SEP> positive,commendable patience <SEP> positive,Automotive,0
5166,great features pool <SEP> positive,clean bathrooms <SEP> positive,Hotels,0
5167,fabulous bartenders <SEP> positive,great staff <SEP> positive,Arts & Entertainment,0
5168,enjoy aquarium <SEP> positive,excellent affordable night out <SEP> positive,Arts & Entertainment,0
5169,high end hotel rooms <SEP> positive,great view <SEP> positive,Hotels,0
5170,overpriced acceleraton <SEP> negative,polite staff <SEP> positive,Automotive,0
5171,love movie theater <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
5172,exceptional employee <SEP> positive,friendly staff <SEP> positive,Hotels,0
5173,very nice sales person <SEP> positive,polite staff <SEP> positive,Automotive,0
5174,great sales staff <SEP> positive,best customer <SEP> positive,Automotive,0
5175,exceptional experience <SEP> positive,worst vacuum <SEP> negative,Automotive,0
5176,really great communication <SEP> positive,multiple level parking <SEP> positive,Beauty & Spas,0
5177,super friendly and accomodating staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
5178,above and beyond customer service <SEP> positive,friendly and knowledgeable staff <SEP> positive,Beauty & Spas,0
5179,very friendly staff <SEP> positive,dishonest people <SEP> negative,Automotive,0
5180,always full <SEP> negative,great coffee recommendations <SEP> positive,Arts & Entertainment,0
5181,great environment <SEP> positive,astonishing gym <SEP> positive,Beauty & Spas,0
5182,disappointed movie theatre <SEP> negative,terrific picture <SEP> positive,Arts & Entertainment,0
5183,very customer service orientated <SEP> positive,super courteous staff <SEP> positive,Beauty & Spas,0
5184,great time <SEP> positive,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
5185,outstanding everything <SEP> positive,poor tv reception <SEP> negative,Hotels,0
5186,central entrance <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
5187,funny workers <SEP> positive,uncaring staff <SEP> negative,Arts & Entertainment,0
5188,extremely good prices <SEP> positive,pricey valet parking <SEP> positive,Hotels,0
5189,enjoyed temporary exhibit <SEP> positive,cheap fun entertainment <SEP> positive,Arts & Entertainment,0
5190,extremely friendly and accommodating staff <SEP> positive,friendly staff <SEP> positive,Hotels,1
5191,accomodated units <SEP> positive,great cleaning staff <SEP> positive,Hotels,0
5192,enchanting living room <SEP> positive,great bar <SEP> positive,Arts & Entertainment,0
5193,exciting night out <SEP> positive,scenic vistas <SEP> positive,Arts & Entertainment,0
5194,remarkable service <SEP> positive,professional and friendly staff <SEP> positive,Beauty & Spas,0
5195,really nice experience <SEP> positive,great artistry <SEP> positive,Beauty & Spas,0
5196,leah massage therapist <SEP> positive,great family run business <SEP> positive,Beauty & Spas,0
5197,friendly and staff <SEP> positive,great staff <SEP> positive,Arts & Entertainment,1
5198,comfortable seats <SEP> positive,assigned seating <SEP> positive,Arts & Entertainment,0
5199,great tan <SEP> positive,very strong chemical smell <SEP> negative,Beauty & Spas,0
5200,friendly conversation <SEP> positive,spacious rooms <SEP> positive,Hotels,0
5201,significantly cheaper motel 6 <SEP> negative,too expensive restaurant <SEP> negative,Hotels,0
5202,very clean establishment <SEP> positive,thoroughly enjoyed massage <SEP> positive,Beauty & Spas,0
5203,terrible service <SEP> negative,incredible instructor <SEP> positive,Arts & Entertainment,0
5204,awful hotel <SEP> negative,luxurious lodging <SEP> positive,Hotels,0
5205,quiet lady <SEP> positive,professional environment <SEP> positive,Beauty & Spas,0
5206,positive buying experience <SEP> positive,worst car buying experience <SEP> negative,Automotive,0
5207,minimal requirements cleanliness <SEP> positive,ghetto accomadations <SEP> negative,Hotels,0
5208,happy with service <SEP> positive,commendable patience <SEP> positive,Automotive,0
5209,amazing staff <SEP> positive,horribly overpriced place <SEP> negative,Beauty & Spas,0
5210,malfunctioning wifi <SEP> negative,great customer <SEP> positive,Hotels,0
5211,classic music <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,1
5212,very knowledgeable mechanics <SEP> positive,great customer <SEP> positive,Automotive,0
5213,incredibly thin walls <SEP> negative,clean everything <SEP> positive,Hotels,0
5214,nicely located pools <SEP> positive,great hiking location <SEP> positive,Hotels,0
5215,full set of acrylics <SEP> positive,very strong chemical smell <SEP> negative,Beauty & Spas,0
5216,friendliness staff <SEP> positive,top - notch service <SEP> positive,Automotive,0
5217,friendliness staff <SEP> positive,absolutely top notch service <SEP> positive,Automotive,0
5218,very accomodating staff <SEP> positive,subpar services <SEP> negative,Beauty & Spas,0
5219,always helpful front desk <SEP> positive,uneven service <SEP> negative,Hotels,0
5220,admired group <SEP> positive,great place <SEP> positive,Arts & Entertainment,0
5221,perfect weekend getaway <SEP> positive,perfection cooked <SEP> positive,Hotels,0
5222,super easy security <SEP> positive,uncaring staff <SEP> negative,Arts & Entertainment,0
5223,impressive nails <SEP> positive,soothing lighting <SEP> positive,Beauty & Spas,0
5224,missing employees <SEP> negative,excellent customer service <SEP> positive,Beauty & Spas,0
5225,insistent sales rep <SEP> negative,terrible customer service <SEP> negative,Hotels,0
5226,excitable inter - inning festivities <SEP> positive,readily available parking <SEP> positive,Arts & Entertainment,0
5227,suckssssss parking <SEP> negative,very comfortable rooms <SEP> positive,Hotels,0
5228,decent experience <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
5229,really sweet staff <SEP> positive,great family run business <SEP> positive,Beauty & Spas,0
5230,excellent staff <SEP> positive,amazing staff <SEP> positive,Hotels,1
5231,highlight sculpture display <SEP> negative,love seats <SEP> positive,Arts & Entertainment,0
5232,seriously plus crew <SEP> positive,amazing stylist <SEP> positive,Beauty & Spas,0
5233,perfectly cooked <SEP> positive,perfection cooked <SEP> positive,Hotels,1
5234,remembers last century style inside interior decoration <SEP> positive,family - friendly park <SEP> positive,Arts & Entertainment,0
5235,perfect place <SEP> positive,family friendly place <SEP> positive,Hotels,1
5236,great atmosphere inside <SEP> positive,love seats <SEP> positive,Arts & Entertainment,0
5237,ridiculously fun experience <SEP> positive,upbeat music <SEP> positive,Arts & Entertainment,0
5238,very nice and professional staff <SEP> positive,poor at best service <SEP> negative,Hotels,0
5239,really great and friendly service <SEP> positive,attentive staff <SEP> positive,Hotels,0
5240,good experience <SEP> positive,terrible venues <SEP> negative,Arts & Entertainment,0
5241,very friendly service <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,0
5242,very vigilant life guards <SEP> positive,very rude server <SEP> negative,Hotels,0
5243,bad experience <SEP> negative,best airport parking <SEP> positive,Automotive,0
5244,lack of affordable parking <SEP> negative,spacious rooms <SEP> positive,Hotels,0
5245,very skilled in massage <SEP> positive,soothing lighting <SEP> positive,Beauty & Spas,0
5246,great deals <SEP> positive,reasonably priced <SEP> positive,Automotive,0
5247,overpriced business <SEP> negative,happy customer <SEP> positive,Automotive,0
5248,pumping music <SEP> negative,terrific picture <SEP> positive,Arts & Entertainment,0
5249,good customer <SEP> positive,inattentive valet staff <SEP> negative,Hotels,0
5250,always so kind staff <SEP> positive,excellent service <SEP> positive,Arts & Entertainment,0
5251,rarely gets used full appointment time <SEP> positive,well - managed <SEP> positive,Beauty & Spas,0
5252,am not overly in love the <SEP> negative,super courteous staff <SEP> positive,Hotels,0
5253,super friendly staff <SEP> positive,amazing stylist <SEP> positive,Beauty & Spas,0
5254,minimal requirements cleanliness <SEP> positive,nicely appointed bathrooms <SEP> positive,Hotels,0
5255,terrible attitude <SEP> negative,great communication <SEP> positive,Automotive,0
5256,service minded attitude <SEP> positive,horrible customer service <SEP> negative,Hotels,0
5257,crammed chairs <SEP> negative,assigned seating <SEP> positive,Arts & Entertainment,0
5258,lovely owners <SEP> positive,good customer service <SEP> positive,Beauty & Spas,0
5259,unbelievable experience <SEP> positive,worst vacuum <SEP> negative,Automotive,0
5260,nice barber shop <SEP> positive,friendly and professional front desk <SEP> positive,Beauty & Spas,0
5261,incredibly thin walls <SEP> negative,huge bathtubs <SEP> positive,Hotels,0
5262,unprofessional action <SEP> negative,very attentive staff <SEP> positive,Hotels,0
5263,good bar service <SEP> positive,friendly and helpful staff <SEP> positive,Arts & Entertainment,0
5264,laid back casino <SEP> positive,small selection <SEP> negative,Arts & Entertainment,0
5265,unique museum complex <SEP> positive,great bar <SEP> positive,Arts & Entertainment,0
5266,helpful everyone <SEP> positive,super courteous staff <SEP> positive,Hotels,0
5267,wonderful place <SEP> positive,over rated park <SEP> negative,Hotels,0
5268,incredible massage therapist <SEP> positive,excellent customer service <SEP> positive,Beauty & Spas,0
5269,compromised peking <SEP> negative,convenient for apex convention attendees <SEP> positive,Hotels,0
5270,very nice general manager <SEP> positive,impeccable customer service <SEP> positive,Automotive,0
5271,nice and modern updates <SEP> positive,very dated furniture <SEP> negative,Hotels,0
5272,great cashier <SEP> positive,worst customer service <SEP> negative,Automotive,0
5273,extremely friendly ladies <SEP> positive,mixed clientele <SEP> negative,Hotels,0
5274,very clean store <SEP> positive,clean rooms <SEP> positive,Beauty & Spas,0
5275,disgruntled and staff <SEP> negative,efficient staff <SEP> positive,Hotels,0
5276,nice accommodating <SEP> positive,friendly and helpful staff <SEP> positive,Hotels,0
5277,great guys <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
5278,really bad service <SEP> negative,poor customer service <SEP> negative,Automotive,0
5279,prompt movers <SEP> positive,great communication <SEP> positive,Automotive,0
5280,super comfy seats <SEP> positive,assigned seating <SEP> positive,Arts & Entertainment,0
5281,accommodating treatment <SEP> positive,absolutely top notch service <SEP> positive,Automotive,0
5282,free refills large <SEP> positive,below quality beverages <SEP> negative,Arts & Entertainment,0
5283,minimal requirements cleanliness <SEP> positive,little privacy bathroom <SEP> negative,Hotels,0
5284,outstanding server <SEP> positive,horrible customer service <SEP> negative,Arts & Entertainment,0
5285,very good cheap price <SEP> positive,reasonable pricing <SEP> positive,Beauty & Spas,0
5286,hard to stay seated <SEP> negative,very comfortable seating <SEP> positive,Arts & Entertainment,0
5287,absurdly overpriced amenities <SEP> negative,super accomadative staff <SEP> positive,Hotels,0
5288,awesome fate <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
5289,huge tub living room area <SEP> positive,very comfortable rooms <SEP> positive,Hotels,0
5290,pure genuine magician <SEP> positive,horrible customer service <SEP> negative,Arts & Entertainment,0
5291,great bartender <SEP> positive,caring folks <SEP> positive,Hotels,0
5292,nothing but amazing service <SEP> positive,top - notch service <SEP> positive,Automotive,1
5293,nice sound <SEP> positive,very talented singers <SEP> positive,Arts & Entertainment,0
5294,unaccommodating customer service <SEP> negative,uneven service <SEP> negative,Hotels,1
5295,nice little dance floor <SEP> positive,clean everything <SEP> positive,Hotels,0
5296,friendly front desk <SEP> positive,comfy chairs <SEP> positive,Hotels,0
5297,very trendy place <SEP> positive,worst experience <SEP> negative,Hotels,0
5298,really nice staff <SEP> positive,super accomadative staff <SEP> positive,Hotels,1
5299,ideal place for a party <SEP> positive,disastrous experience <SEP> negative,Arts & Entertainment,0
5300,true master artist <SEP> positive,amazing professional <SEP> positive,Beauty & Spas,0
5301,great locations <SEP> positive,great location <SEP> positive,Hotels,0
5302,decent setup <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
5303,kind sales lady <SEP> positive,honest employees <SEP> positive,Automotive,0
5304,intimate setting <SEP> positive,family - friendly park <SEP> positive,Arts & Entertainment,0
5305,best dealership <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
5306,attentive staff <SEP> positive,worst customer service experience <SEP> negative,Hotels,0
5307,worked good wifi service <SEP> positive,extremely accommodating staff <SEP> positive,Hotels,0
5308,horrible hair <SEP> negative,best pedicure <SEP> positive,Beauty & Spas,0
5309,always clean theater <SEP> positive,terrific picture <SEP> positive,Arts & Entertainment,0
5310,well priced <SEP> positive,extremely affordable <SEP> positive,Beauty & Spas,0
5311,cleaner sunday nights <SEP> positive,skilled performers <SEP> positive,Arts & Entertainment,0
5312,professional employee <SEP> positive,absolutely top notch service <SEP> positive,Automotive,0
5313,amazing decor <SEP> positive,clean rooms <SEP> positive,Beauty & Spas,0
5314,outstanding service department <SEP> positive,amazing customer <SEP> positive,Automotive,0
5315,small exhibit <SEP> negative,comfy recliners <SEP> positive,Arts & Entertainment,0
5316,very warm inside <SEP> negative,filthy dirty theatre <SEP> negative,Arts & Entertainment,0
5317,affordable price <SEP> positive,reasonable pricing <SEP> positive,Beauty & Spas,0
5318,enjoyed temporary exhibit <SEP> positive,excellent affordable night out <SEP> positive,Arts & Entertainment,0
5319,positive experiences <SEP> positive,worst vacuum <SEP> negative,Automotive,0
5320,very prompt & friendly service <SEP> positive,amazing professional <SEP> positive,Beauty & Spas,0
5321,hidden gem place <SEP> positive,great quality work <SEP> positive,Beauty & Spas,0
5322,phenomenal place <SEP> positive,over rated park <SEP> negative,Hotels,0
5323,exceptional salesman <SEP> positive,terrible customer service <SEP> negative,Automotive,0
5324,friendly conversation <SEP> positive,nice rooms <SEP> positive,Hotels,0
5325,mediocre popcorn <SEP> negative,great family outing <SEP> positive,Arts & Entertainment,0
5326,fantastic finance manager <SEP> positive,outstanding customer service <SEP> positive,Automotive,0
5327,worthwhile experience <SEP> positive,very competitive prices <SEP> positive,Automotive,0
5328,loved massage bed <SEP> positive,soothing lighting <SEP> positive,Beauty & Spas,0
5329,really nice touch reclining chairs <SEP> positive,comfy recliners <SEP> positive,Arts & Entertainment,0
5330,attractive ballparks <SEP> positive,close and easy parking <SEP> positive,Arts & Entertainment,0
5331,pleasant music <SEP> positive,fun music <SEP> positive,Arts & Entertainment,1
5332,always upbeat people <SEP> positive,massive tourist trap <SEP> positive,Arts & Entertainment,0
5333,fine hotel room <SEP> positive,very dated furniture <SEP> negative,Hotels,0
5334,more snacks <SEP> positive,good inexpensive food <SEP> positive,Arts & Entertainment,0
5335,perfect family night <SEP> positive,fun family entertainment <SEP> positive,Arts & Entertainment,0
5336,up to par location <SEP> negative,too expensive restaurant <SEP> negative,Hotels,0
5337,usually friendly staff <SEP> positive,super friendly staff <SEP> positive,Arts & Entertainment,1
5338,lovely facial <SEP> positive,clean rooms <SEP> positive,Beauty & Spas,0
5339,friendly and outgoing staff <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,1
5340,great price <SEP> positive,reasonable prices <SEP> positive,Automotive,0
5341,good offers <SEP> positive,clean shop <SEP> positive,Beauty & Spas,0
5342,wonderful staff <SEP> positive,very attentive staff <SEP> positive,Hotels,1
5343,fantastic customer service <SEP> positive,great customer service <SEP> positive,Hotels,1
5344,very comfortable rooms <SEP> positive,great and comfortable beds <SEP> positive,Hotels,0
5345,impressed service <SEP> positive,happy customer <SEP> positive,Automotive,0
5346,least favorite casino <SEP> positive,lack of fair processes <SEP> negative,Arts & Entertainment,0
5347,nice installations <SEP> positive,fun music <SEP> positive,Arts & Entertainment,0
5348,quality nail salon <SEP> positive,best pedicure <SEP> positive,Beauty & Spas,0
5349,cute coffee house <SEP> positive,great local coffee shop <SEP> positive,Arts & Entertainment,0
5350,best dealership <SEP> positive,good service <SEP> positive,Automotive,0
5351,great treatment <SEP> positive,worst vacuum <SEP> negative,Automotive,0
5352,enjoyed room <SEP> positive,slippery stairs <SEP> negative,Hotels,0
5353,pretty cool pool area <SEP> positive,great view <SEP> positive,Hotels,0
5354,very nice bathroom <SEP> positive,accessible parking <SEP> positive,Hotels,0
5355,great condition room <SEP> positive,huge bathtubs <SEP> positive,Hotels,0
5356,tremendously friendly people <SEP> positive,poor business practice <SEP> negative,Automotive,0
5357,$ 29/day for valet <SEP> negative,too expensive restaurant <SEP> negative,Hotels,0
5358,great woman <SEP> positive,best airport parking <SEP> positive,Automotive,0
5359,very attentive servers <SEP> positive,inattentive valet staff <SEP> negative,Hotels,0
5360,worst dealership <SEP> negative,efficient service department <SEP> positive,Automotive,0
5361,great performance <SEP> positive,comfortable electric recliners <SEP> positive,Arts & Entertainment,0
5362,clean salon <SEP> positive,professional environment <SEP> positive,Beauty & Spas,0
5363,very skilled in massage <SEP> positive,great conversationalist <SEP> positive,Beauty & Spas,0
5364,clean sheets <SEP> positive,clean hotel <SEP> positive,Hotels,0
5365,inaccurate total <SEP> negative,great price <SEP> positive,Beauty & Spas,0
5366,good bar food <SEP> positive,perfection cooked <SEP> positive,Hotels,0
5367,quick checking in <SEP> positive,very poor wifi <SEP> negative,Hotels,0
5368,extremely kind store <SEP> positive,excellent customer service <SEP> positive,Automotive,0
5369,superior service <SEP> positive,friendly staff <SEP> positive,Beauty & Spas,0
5370,extremely friendly everyone <SEP> positive,very unprofessional service <SEP> negative,Automotive,0
