comment_id,comment,full_comment,topic,domain
comment_2_729,meager chicken fajitas <SEP> negative,"After a long wait for our food , the chicken fajitas were meager , and not the typical fajitas .  ",food -> quality,Restaurants
comment_2_730,mediocre food <SEP> negative,This will be the last time as the food was mediocre and the restaurant   looked like it was neglected .,food -> quality,Restaurants
comment_2_731,mediocre popcorn <SEP> negative,The popcorn is mediocre at the end of the night they bag up whatever is leftover and save it for the next day .  ,food -> quality,Arts & Entertainment
comment_2_732,meh food <SEP> negative,The food was meh .,food -> quality,Restaurants
comment_2_733,mess bathroom <SEP> negative,"Bad things , the bathroom 's are a mess .",food -> quality,Arts & Entertainment
comment_2_734,messy burger grills <SEP> negative,Ok .. I 'm starting to think all Habit Burger Grills are messy and unclean .,food -> quality,Restaurants
comment_2_735,metal orange <SEP> positive,focal point are metal orange doors .,food -> quality,Hotels
comment_2_736,mild raunchy <SEP> positive,There is some mild raunchy humor,food -> quality,Arts & Entertainment
comment_2_737,missed a lot of chips <SEP> negative,They missed a lot of chips on both cars that I had done .,food -> quality,Automotive
comment_2_738,missed authentic chinese food <SEP> negative,"I have been there twice since it opened , mainly because I missed authentic Chinese food .  ",food -> quality,Restaurants
comment_2_739,missing oven <SEP> negative,"Kitchen was missing an oven , we brough tri tip to cook up and it worked out on the stove but still ...",food -> quality,Hotels
comment_2_740,moist chicken tenders <SEP> negative,Chicken tenders were moist and full of flavor .  ,food -> quality,Restaurants
comment_2_741,moldy shower areas <SEP> negative,Moldy shower areas and around the sink made me think details are n't important to this place .,food -> quality,Hotels
comment_2_742,more snacks <SEP> positive,The snacks are also more reasonable than at the first run movie places .,food -> quality,Arts & Entertainment
comment_2_743,most amazing massage <SEP> positive,It was hands down the most amazing massage I have ever had .  ,food -> quality,Beauty & Spas
comment_2_744,most amazing nail tech <SEP> positive,Lynn is the most amazing nail tech I 've ever had .,food -> quality,Beauty & Spas
comment_2_745,most comforable pillows <SEP> positive,The beds and pillows were the most comforable of any hotel i have stayed in ..,food -> quality,Hotels
comment_2_746,most expensive food <SEP> negative,The most expensive food I 've ever had .,food -> quality,Restaurants
comment_2_747,most fun pool party <SEP> positive,Probably the most fun pool party in Vegas I have been too .,food -> quality,Arts & Entertainment
comment_2_748,most wonderful spa facial experience <SEP> positive,Just had the most wonderful spa facial experience this afternoon ; from beginning to end it was absolutely delightful .  ,food -> quality,Beauty & Spas
comment_2_749,must eat place <SEP> positive,We tried it and its a must eat place in Scottsdale .,food -> quality,Hotels
comment_2_750,must hot fresh bread <SEP> negative,The hot fresh bread is a must .  ,food -> quality,Restaurants
comment_2_751,must try spicy mango margarita <SEP> positive,The spicy mango margarita is a must try ! !,food -> quality,Hotels
comment_2_752,natural nails <SEP> positive,It 's a dipping powder system that made my nails feel natural and,food -> quality,Beauty & Spas
comment_2_753,never ever stingy ingredients <SEP> positive,"The ingredients are always 100 % fresh and clean , and they are never ever stingy with their food .",food -> quality,Restaurants
comment_2_754,nice baubles <SEP> positive,"There are nice baubles available in the gift store , too .",food -> quality,Arts & Entertainment
comment_2_755,nice breakfast <SEP> positive,Free breakfast is nice .  ,food -> quality,Hotels
comment_2_756,nice fries <SEP> positive,"My friend 's fries were nice , crispy , and tasty , even without salt .  ",food -> quality,Restaurants
comment_2_757,nice hot tub <SEP> negative,The jets in the hot tub could have worked a little better but it was still nice .,food -> quality,Hotels
comment_2_758,nice jacuzzi tub <SEP> positive,PLUS a nice jacuzzi tub that really rounded out the evening ! !,food -> quality,Hotels
comment_2_759,nice lil date <SEP> positive,We were on a nice lil date .,food -> quality,Arts & Entertainment
comment_2_760,nice marcos <SEP> positive,"Marcos was nice , attentive , and knowledgeable .",food -> quality,Automotive
comment_2_761,nice pool with <SEP> positive,The pool with the sand was nice and there s sort of a lazy river type pool as well .,food -> quality,Arts & Entertainment
comment_2_762,nice quaint breakfast in the morning <SEP> positive,The breakfast in the morning was nice quaint and busy .,food -> quality,Hotels
comment_2_763,nice sweet potato fries <SEP> positive,Their sweet potato fries are nice !,food -> quality,Restaurants
comment_2_764,nice tacos <SEP> positive,Tacos were nice and big with wonderful taste ........   small place with good food and Ramon is so friendly ........  ,food -> quality,Restaurants
comment_2_765,nice variety of sauces <SEP> positive,"Nice variety of sauces , and you can combine them which is nice .  ",food -> quality,Restaurants
comment_2_766,nicely hidden gem <SEP> positive,A nicely hidden gem away from the strip .,food -> quality,Hotels
comment_2_767,nicely seasoned food <SEP> positive,Food was nicely seasoned .,food -> quality,Restaurants
comment_2_768,nicest westin <SEP> positive,This is probably the nicest Westin I 've ever stayed at .,food -> quality,Hotels
comment_2_769,nightmare kids <SEP> positive,"Let me tell you , Nick was professional , knowledgeable , and amazing with the kids and any parent can tell you handling 20 kids at a birthday party can be a nightmare ..",food -> quality,Arts & Entertainment
comment_2_770,no complaints food <SEP> positive,no complaints about the food at all .,food -> quality,Restaurants
comment_2_771,no donuts <SEP> negative,"My only complaint was there were no donuts , and the keylime pie tasted quite artificially flavored .  ",food -> quality,Arts & Entertainment
comment_2_772,no flavor chicken <SEP> negative,"The chicken has no flavor , and it 's just not worth it for that price",food -> quality,Restaurants
comment_2_773,no food <SEP> negative,We ordered $ 100 worth of food between 4 of us and besides the queso fundido it was all no Bueno .  ,food -> quality,Restaurants
comment_2_774,no issue brining sauces <SEP> positive,They also had no issue brining samples of the sauces so my husband could decide which he liked .,food -> quality,Restaurants
comment_2_775,no spicy spice rice cake <SEP> positive,The left one is spice rice cake ( no spicy at all if you do n't like spicy ) and the right one is Kimchi fried rice ! !,food -> quality,Restaurants
comment_2_776,no where near real italian food <SEP> negative,No where near real Italian food as it tasted like it came out of a can or jar .,food -> quality,Restaurants
comment_2_777,noisy fast food atmosphere <SEP> negative,Hate the noisy fast food atmosphere and decor .,food -> quality,Restaurants
comment_2_778,not more then ok food <SEP> positive,"Read all the reviews raving about the food , for a top restaurant the food is not more then OK minus .",food -> quality,Restaurants
comment_2_779,not painted very good toes <SEP> positive,My toes were not painted very good .  ,food -> quality,Beauty & Spas
comment_2_780,ok restaurant <SEP> positive,"This one is smaller , cleaner , and the restaurant is ok ( much better than the buffet ) .",food -> quality,Hotels
comment_2_781,old bread <SEP> negative,Barely any toppings and bread was old .,food -> quality,Restaurants
comment_2_782,old food <SEP> negative,again tasting like the food is old .,food -> quality,Restaurants
comment_2_783,on point food <SEP> positive,Food is on point !,food -> quality,Restaurants
comment_2_784,on point fries <SEP> positive,The fries are on point too .,food -> quality,Restaurants
comment_2_785,out of this world skinny fries <SEP> positive,The skinny fries are out of this world !,food -> quality,Restaurants
comment_2_786,outrageous matinee <SEP> negative,$ 14 for a matinee is outrageous !  ,food -> quality,Arts & Entertainment
comment_2_787,outstanding calamari <SEP> positive,"The calamari was outstanding , more than enough for two to share .",food -> quality,Restaurants
comment_2_788,outstanding food <SEP> positive,The food was outstanding .,food -> quality,Restaurants
comment_2_789,outstanding frys <SEP> positive,Their frys was outstanding with great soft yet crisp layer .  ,food -> quality,Restaurants
comment_2_790,outstanding fun <SEP> positive,Every time it is outstanding fun for myself .,food -> quality,Arts & Entertainment
comment_2_791,overcooked steak for dinner <SEP> negative,My husbands steak for dinner was way overcooked .  ,food -> quality,Hotels
comment_2_792,overpriced ( orange chicken <SEP> negative,"We walked out , leaving a full dish of overpriced ( $ 16 ) orange chicken .",food -> quality,Restaurants
comment_2_793,overpriced food <SEP> negative,However the food is way overpriced .,food -> quality,Restaurants
comment_2_794,overwhelming bland food <SEP> negative,Our food was overwhelming bland and tasteless .  ,food -> quality,Restaurants
comment_2_795,partially done floor mats <SEP> negative,The floor mats were partially done and one side put back upside down .,food -> quality,Automotive
comment_2_796,particularly wowed food <SEP> negative,I was n't particularly wowed by the food,food -> quality,Restaurants
comment_2_797,pathetic girls <SEP> negative,Pathetic girls and very very unprofessional .,food -> quality,Arts & Entertainment
comment_2_798,perfect afternoon lunch <SEP> positive,Perfect day for an afternoon lunch on the patio .,food -> quality,Restaurants
comment_2_799,perfect crinkle fries <SEP> positive,Crinkle fries are perfect and not greasy .,food -> quality,Restaurants
comment_2_800,perfect food <SEP> positive,Never got sick or belly aches and food smells and tastes perfect !,food -> quality,Restaurants
comment_2_801,perfect for date night <SEP> positive,Perfect for date night .,food -> quality,Arts & Entertainment
comment_2_802,perfect for sandal weather <SEP> positive,Perfect for sandal weather with my Coral Candy nails !,food -> quality,Beauty & Spas
comment_2_803,perfect french fries <SEP> positive,Extra crispy french fries were perfect !,food -> quality,Restaurants
comment_2_804,perfect kids <SEP> positive,We got the kids cabinn suite since we were a family of 5 and it was perfect .,food -> quality,Hotels
comment_2_805,perfect nail <SEP> positive,She went above and beyond making sure that every single nail was perfect .  ,food -> quality,Beauty & Spas
comment_2_806,perfect nails <SEP> positive,My nails are perfect and everything else about the salon is too .,food -> quality,Beauty & Spas
comment_2_807,perfect pool <SEP> positive,The pool is perfect and quiet and the gal at the Starbucks inside the gift shop made us custom teas .,food -> quality,Hotels
comment_2_808,perfect wash <SEP> negative,"If you 're looking for the "" perfect "" wash , this is not the place for you .",food -> quality,Automotive
comment_2_809,perfect weekend getaway <SEP> positive,It 's perfect for a weekend getaway or for a work trip .  ,food -> quality,Hotels
comment_2_810,perfection food <SEP> positive,Food was perfection on a plate .,food -> quality,Hotels
comment_2_810,perfection food <SEP> positive,The food was perfection .  ,food -> quality,Restaurants
comment_2_811,perfectly cooked <SEP> positive,Zero complaints and perfectly cooked .,food -> quality,Hotels
comment_2_812,perfectly cooked risotto <SEP> positive,"It was hot , delicious , full of seafood and the risotto was perfectly cooked .  ",food -> quality,Restaurants
comment_2_813,perfectly done meat <SEP> positive,The meat was perfectly done .,food -> quality,Restaurants
comment_2_814,perfectly fine shocks <SEP> positive,Told them to hold off and took it in to a different establishment only to find out the shocks were perfectly fine .  ,food -> quality,Automotive
comment_2_815,perfectly meat <SEP> positive,You can easily tell the time and care it took the prepare that meat perfectly and deliciously .,food -> quality,Restaurants
comment_2_816,perfectly salted food <SEP> positive,Food was perfectly salted where it was oversalted .,food -> quality,Restaurants
comment_2_817,phenomenal nails <SEP> positive,Update : 2 weeks later and my nails look phenomenal still .,food -> quality,Beauty & Spas
comment_2_818,picky mexican food <SEP> positive,I am really picky about Mexican food .,food -> quality,Restaurants
comment_2_819,piss poor car wash <SEP> negative,This is a piss poor car wash .,food -> quality,Automotive
comment_2_820,pleasantly surprised fast food place <SEP> positive,Pleasantly surprised for a fast food place .,food -> quality,Restaurants
comment_2_821,pleasantly surprised food <SEP> positive,I 'm pleasantly surprised by the food here and how good it tasted .,food -> quality,Restaurants
comment_2_822,plentiful food options <SEP> positive,The food options are plentiful from popcorn to gelato to meat boards and such .,food -> quality,Arts & Entertainment
comment_2_823,poorly made chinese food <SEP> negative,This is poorly made Chinese food .,food -> quality,Restaurants
comment_2_824,popped hot popcorn <SEP> positive,"Loved even the little touches , like hot popcorn being popped for those waiting on paperwork .",food -> quality,Automotive
comment_2_825,pre cut grilled chicken <SEP> negative,Grilled chicken was n't what I expected as it came out pre cut into tiny bits .  ,food -> quality,Restaurants
comment_2_826,prettiest pumpkin patch <SEP> positive,The best and prettiest pumpkin patch I have been too .,food -> quality,Arts & Entertainment
comment_2_827,pretty authentic food <SEP> positive,"The food was pretty authentic , and overall tasty and well seasoned .",food -> quality,Restaurants
comment_2_828,pretty blah breakfast <SEP> negative,I am only taking off one star because their breakfast is pretty blah and could use a bit of an upgrade .,food -> quality,Hotels
comment_2_829,pretty busy panera <SEP> negative,This is a pretty busy Panera location .,food -> quality,Restaurants
comment_2_830,pretty cool contraptions <SEP> positive,"Some of the contraptions are pretty cool , others are scary and a bit hard to maneuver , but that 's what makes it so much fun .   ",food -> quality,Arts & Entertainment
comment_2_831,pretty decent italian beef sandwich <SEP> positive,"These guys make a pretty decent Italian beef sandwich - not my all - time favorite , but a little better than average .",food -> quality,Restaurants
comment_2_832,pretty fast food <SEP> positive,Food came out pretty fast and it was delicious .,food -> quality,Restaurants
comment_2_833,pretty fun indoor mini golf <SEP> positive,Pretty fun indoor mini golf .  ,food -> quality,Arts & Entertainment
comment_2_834,pretty fun pool <SEP> positive,"The pool is pretty fun , nice to be outside on the first floor roof , looking out at the downtown .",food -> quality,Hotels
comment_2_835,pretty good breakfast sandwiches <SEP> positive,The breakfast sandwiches are also pretty good .,food -> quality,Restaurants
comment_2_836,pretty good crust <SEP> positive,The crust was pretty good and had a slight sweet taste .,food -> quality,Restaurants
comment_2_837,pretty good food <SEP> positive,Food was pretty good but not amazing .,food -> quality,Restaurants
comment_2_837,pretty good food <SEP> positive,Pretty good food too .  ,food -> quality,Arts & Entertainment
comment_2_838,pretty good honey butter chicken sandwich <SEP> positive,I had the honey butter chicken sandwich and it was pretty good .,food -> quality,Restaurants
comment_2_839,pretty good salads <SEP> positive,"Foodwise , their soup , bagels and salads are pretty good -- even for a chain .",food -> quality,Restaurants
comment_2_840,pretty good sriracha fries appetizer <SEP> positive,"We had the Sriracha fries appetizer which was pretty good , I had .",food -> quality,Restaurants
comment_2_841,pretty great food <SEP> positive,"Their food is pretty great , though are slightly pricier than other Korean places .",food -> quality,Restaurants
comment_2_842,pretty quick food <SEP> positive,"They were very organized as well , and the food came pretty quick .",food -> quality,Restaurants
comment_2_843,pretty terrible caucasian <SEP> negative,I checked in and the Caucasian lady with brown hair was pretty terrible .,food -> quality,Hotels
comment_2_844,professional thai spa <SEP> positive,"It 's a clean , professional Thai spa .",food -> quality,Beauty & Spas
comment_2_845,promptly though food <SEP> positive,Food did come out promptly though .,food -> quality,Restaurants
comment_2_846,proud subaru <SEP> positive,Proud subaru owner,food -> quality,Automotive
comment_2_847,quality java <SEP> positive,They do serve Dunkin Donuts coffee so at least the java is quality !,food -> quality,Hotels
comment_2_848,quality nail salon <SEP> positive,I have searched for a quality nail salon for my first two years here,food -> quality,Beauty & Spas
comment_2_849,quick food <SEP> positive,"Took our order right away and food came out quick , fresh and hot .",food -> quality,Restaurants
comment_2_850,quickly food <SEP> positive,Food arrived quickly and was just so damn good .  ,food -> quality,Restaurants
comment_2_851,quite good food <SEP> positive,The food is quite good .,food -> quality,Restaurants
comment_2_852,quite good food options <SEP> positive,"Food options were quite good , no complaints there .",food -> quality,Hotels
comment_2_853,quite pleased with french fries <SEP> positive,The owner came over to our table to ask how the food was and our one year old daughter was quite pleased with the French fries .,food -> quality,Restaurants
comment_2_854,rather bland chicken tacos <SEP> negative,"I had the chicken tacos , which were rather bland .  ",food -> quality,Restaurants
comment_2_855,rather tasteless sweet potato fries <SEP> negative,The sweet potato fries were rather tasteless .,food -> quality,Restaurants
comment_2_856,ready food <SEP> positive,The food was ready in no time at all .  ,food -> quality,Restaurants
comment_2_857,real cool eatery <SEP> positive,Real cool eatery .,food -> quality,Restaurants
comment_2_858,real treat seafood <SEP> positive,The Seafood was a real treat as well .  ,food -> quality,Restaurants
comment_2_859,really amazing persons <SEP> positive,"Chelsey , Alex the genius and The manager Are really amazing persons ! ! !   ",food -> quality,Automotive
comment_2_860,really cute gel manicure <SEP> positive,"I was able to get a really cute gel manicure done in 45 minutes , and it seems like it will last a while .",food -> quality,Beauty & Spas
comment_2_861,really fast food <SEP> positive,We got our food really fast .,food -> quality,Restaurants
comment_2_862,really flavorful sauces <SEP> positive,The sauces are really flavorful .,food -> quality,Restaurants
comment_2_863,really fun tribe promos <SEP> positive,Tribe promos are really fun,food -> quality,Arts & Entertainment
comment_2_864,really good breakfast buffet <SEP> positive,The breakfast buffet is really good as well .,food -> quality,Hotels
comment_2_865,really good chimichanga with shredded beef <SEP> positive,For lunch had the # 10 Chimichanga with shredded beef and it was really good .,food -> quality,Restaurants
comment_2_866,really good food <SEP> positive,Plus .... the food is really good .,food -> quality,Hotels
comment_2_866,really good food <SEP> positive,And the food ... is really good !,food -> quality,Restaurants
comment_2_867,really good french fries <SEP> positive,"The French fries are really good , we added some malt vinegar to them .  ",food -> quality,Restaurants
comment_2_868,really good korean food <SEP> positive,Really good Korean food .,food -> quality,Restaurants
comment_2_869,really good mexican food <SEP> positive,"If you are looking for a fine dining ambiance look elsewhere , but if you are looking for really good Mexican food this is the place !",food -> quality,Restaurants
comment_2_870,really good pizza <SEP> positive,Pizza is really good from room service .,food -> quality,Hotels
comment_2_870,really good pizza <SEP> positive,The pizza was really good .,food -> quality,Arts & Entertainment
comment_2_871,really good pretzels <SEP> positive,"The pretzels are really good here , too .",food -> quality,Arts & Entertainment
comment_2_872,really good sunday breakfast buffet <SEP> positive,We had the Sunday breakfast buffet and it was really good,food -> quality,Hotels
comment_2_873,really good though food <SEP> positive,The food was really good though .,food -> quality,Restaurants
comment_2_874,really good time <SEP> positive,Overall ; we did a Groupon date for 17 bucks each ( not including expenses ) and it was a really good time .,food -> quality,Hotels
comment_2_875,really great food <SEP> positive,Really great food on all accounts .,food -> quality,Restaurants
comment_2_876,really great guys <SEP> positive,Ben and Case are really great guys and they really made our stay a great one !,food -> quality,Hotels
comment_2_877,really high class french restaurant <SEP> positive,"If you are looking for a really high class French Restaurant , without leaving N. America ... this is the place .",food -> quality,Restaurants
comment_2_878,really nice nails <SEP> positive,My nails came out really nice !,food -> quality,Beauty & Spas
comment_2_879,really nice touch car washes <SEP> positive,The car washes as part of the service are a really nice touch .,food -> quality,Automotive
comment_2_880,really pool <SEP> negative,"But the pool was really , really cold and murky .",food -> quality,Arts & Entertainment
comment_2_881,really popcorn <SEP> positive,"It 's a lot smaller than other theatres and the popcorn is really , really salty , but they have these new recliner seats that are exactly that-",food -> quality,Arts & Entertainment
comment_2_882,really quick food <SEP> positive,The food comes out really quick .  ,food -> quality,Restaurants
comment_2_883,really terrific massages <SEP> positive,We had really terrific massages and left feeling incredibly relaxed and pampered .,food -> quality,Beauty & Spas
comment_2_884,really white cheddar <SEP> positive,"It was fairly good , really white cheddar .",food -> quality,Restaurants
comment_2_885,refinished bathtub <SEP> negative,Bathtub obviously has been refinished because the finish is chipping off .,food -> quality,Hotels
comment_2_886,relatively cheap food <SEP> positive,"The food is also relatively cheap , compared to other theater chains .  ",food -> quality,Arts & Entertainment
comment_2_887,relaxing wash house <SEP> positive,The wash house is so relaxing and such a cool room !,food -> quality,Beauty & Spas
comment_2_888,roasted chicken enchiladas <SEP> negative,You have to try the chicken enchiladas in mole sauce and ask for a roasted jalapeno on the side .  ,food -> quality,Restaurants
comment_2_889,rotten lake <SEP> negative,The lake is rotten and it 's at least a 10 minute drive to find even a quickie mart much less a restaurant .   ,food -> quality,Hotels
comment_2_890,rough nails <SEP> positive,"and I 'm rough on my nails , but they put up with my high maintenance nails and do a really great job !",food -> quality,Beauty & Spas
comment_2_891,run food <SEP> positive,"Always came to our table quickly , there was barely a wait time on our drinks , food was run at a good speed - all while taking care of a bunch of other tables !",food -> quality,Restaurants
comment_2_892,satisfactory massage <SEP> positive,My husband found his massage satisfactory,food -> quality,Beauty & Spas
comment_2_893,satisfied food <SEP> positive,I was very satisfied with the food washing it down with peach soju .,food -> quality,Restaurants
comment_2_894,satisfying food <SEP> positive,The restaurants all serve satisfying food .,food -> quality,Arts & Entertainment
comment_2_895,scarce fast food options <SEP> negative,"In this part of Henderson , non - fast food options are scarce .",food -> quality,Restaurants
comment_2_896,scrumptious food <SEP> positive,The food is scrumptious and will leave you craving for more .,food -> quality,Restaurants
comment_2_897,seasoned well fries <SEP> positive,"Very filling and the fries are seasoned well too , yum !",food -> quality,Restaurants
comment_2_898,semi - posh downtown <SEP> positive,"Booze and accommodation in a clean , semi - posh downtown location .",food -> quality,Hotels
comment_2_899,serious cucumber water <SEP> positive,"A serious salon experience complete with cucumber water , Relaxation room and neck massages for all .  ",food -> quality,Beauty & Spas
comment_2_900,shining souffle <SEP> positive,"But the 4 cheese souffle , now that is the shining star .",food -> quality,Restaurants
comment_2_901,skinny fries <SEP> negative,I had the crouching burger with skinny fries .,food -> quality,Restaurants
comment_2_902,sleek black beauty <SEP> positive,It 's my sleek black beauty ! .  ,food -> quality,Automotive
comment_2_903,slippery truffle fries <SEP> negative,Add to this a side of truffle fries ( $ 6 . 75 ) that were also slippery without a hint of truffle .,food -> quality,Restaurants
comment_2_904,so delighted octonauts section <SEP> positive,They also have an Octonauts section in which he was so delighted .,food -> quality,Arts & Entertainment
comment_2_905,so good food <SEP> positive,Food was so good .,food -> quality,Restaurants
comment_2_906,so good french fries <SEP> positive,I had the pulled pork plate with Mac and cheese and French fries - all so good !,food -> quality,Restaurants
comment_2_907,so good meat <SEP> positive,"Ordered the chicken tender meal , the meat was so good .",food -> quality,Restaurants
comment_2_908,so hot plates <SEP> negative,One suggestion would be to not have the plates come out so hot .  ,food -> quality,Restaurants
comment_2_909,so kid friendly <SEP> positive,So so so kid friendly .,food -> quality,Hotels
comment_2_910,so so good food <SEP> positive,We have been coming here weekly for a decade and the food is so so good .,food -> quality,Restaurants
comment_2_911,soft bread <SEP> positive,Very yummy and bread is soft and fresh !,food -> quality,Restaurants
comment_2_912,soggy bread <SEP> negative,if you dine in or take out the bread will always be soggy .,food -> quality,Restaurants
comment_2_913,soggy skinny fries <SEP> negative,The current selection of skinny fries are on the soggy side .,food -> quality,Restaurants
comment_2_914,soggy sweet potato fries <SEP> negative,I got the sweet potato fries with my burger and they were soggy and tasteless .,food -> quality,Restaurants
comment_2_915,soo yummy everything <SEP> positive,I can be a picky chooser but everything here is soo yummy .,food -> quality,Restaurants
comment_2_916,soooo good restaurant <SEP> positive,Their restaurant was soooo good .  ,food -> quality,Hotels
comment_2_917,spectacular food <SEP> positive,Spectacular food .   ,food -> quality,Hotels
comment_2_918,stale bread <SEP> negative,"But , worse was the stale bread , and the baby - sized portions .",food -> quality,Restaurants
comment_2_919,sticky floor <SEP> negative,"The seats are not stadium , they are n't super comfy , and the floor is kinda sticky just like it was in the good ole days !   ",food -> quality,Arts & Entertainment
comment_2_920,sticky food crumbs <SEP> negative,"The tables are all sticky , food crumbs all over the table tops and booths .",food -> quality,Restaurants
comment_2_921,stolen items <SEP> negative,No responsibility was taken for damaged and stolen items from my car .,food -> quality,Automotive
comment_2_922,subpar food <SEP> negative,"The food was subpar , as far as Chinese goes .",food -> quality,Restaurants
comment_2_923,sucked everything <SEP> negative,Everything else about this place sucked .,food -> quality,Arts & Entertainment
comment_2_924,sucks popcorn <SEP> negative,The popcorn sucks .,food -> quality,Arts & Entertainment
comment_2_925,super amazing massage <SEP> positive,"Pros : price , super amazing massage ,",food -> quality,Beauty & Spas
comment_2_926,super cheap food <SEP> positive,The food is super cheap !,food -> quality,Restaurants
comment_2_927,super clean car <SEP> positive,Car was left super clean .   ,food -> quality,Automotive
comment_2_928,super comforting jay <SEP> positive,Jay was amazing and super comforting .,food -> quality,Beauty & Spas
comment_2_929,super crowded tuesdays <SEP> negative,"But Tuesdays are usually super crowded , but it 's not too bad .",food -> quality,Restaurants
comment_2_930,super cute front <SEP> positive,"Adrian at the front desk is an absolute sweetheart , super cute too and",food -> quality,Beauty & Spas
comment_2_931,super cute gift bag <SEP> positive,Was there as part of a party and received a super cute gift bag .,food -> quality,Beauty & Spas
comment_2_932,super duper relaxing moroccan mud wrap <SEP> positive,The moroccan mud wrap is also super duper relaxing .  ,food -> quality,Beauty & Spas
comment_2_933,super entertaining show <SEP> positive,The show is super entertaining ! !,food -> quality,Arts & Entertainment
comment_2_934,super excited sushi <SEP> positive,Super excited for sushi .,food -> quality,Restaurants
comment_2_935,super fast food <SEP> positive,"Food came out super fast and was delicious ,",food -> quality,Restaurants
comment_2_936,super food <SEP> negative,The food is just super sub - par and tastes like it 's all been frozen for a while before cooked and served .,food -> quality,Restaurants
comment_2_937,super fresh food <SEP> positive,The food was super fresh and without the thick gelatinous sauce that I detest !  ,food -> quality,Restaurants
comment_2_938,super fun time <SEP> positive,Super fun time on Opening Day .,food -> quality,Arts & Entertainment
comment_2_939,super good authentic homemade mexican food <SEP> positive,"Some super good authentic homemade Mexican food in Henderson , NV of all places !  ",food -> quality,Restaurants
comment_2_940,super good fries <SEP> positive,"Burger is Tasty , fries are super good ! !  ",food -> quality,Restaurants
comment_2_941,super good soup <SEP> positive,This place is a must try if you had n't tried it their soup is super good too,food -> quality,Restaurants
comment_2_942,super happy place <SEP> positive,i really recomend this place 100 % super happy with Susy,food -> quality,Beauty & Spas
comment_2_943,super hard working team <SEP> positive,The team was super hard working while still fun and friendly .  ,food -> quality,Automotive
comment_2_944,super knowledgeable about nail spa <SEP> positive,You can tell he takes so much pride in the nail spa and is super knowledgeable about his craft .,food -> quality,Beauty & Spas
comment_2_945,super ombre <SEP> positive,"I got a cut and blonde ombre color , it came out super super perfect",food -> quality,Beauty & Spas
comment_2_946,super opulent experience <SEP> positive,A super opulent experience with a lot of attention to detail .  ,food -> quality,Beauty & Spas
comment_2_947,super star car wash <SEP> positive,Thank you Super Star Car Wash !,food -> quality,Automotive
comment_2_948,super yummy food <SEP> positive,The food was super yummy !,food -> quality,Hotels
comment_2_949,superb food <SEP> positive,Food was superb .  ,food -> quality,Hotels
comment_2_949,superb food <SEP> positive,The food was superb .  ,food -> quality,Restaurants
comment_2_950,superior tires <SEP> positive,Thanks Goodyear superior tires .,food -> quality,Automotive
comment_2_951,suprising good show <SEP> positive,Suprising good show .  ,food -> quality,Arts & Entertainment
comment_2_952,surprisingly awesome fries <SEP> positive,Wings and fries were surprisingly awesome .  ,food -> quality,Restaurants
comment_2_953,surprisingly not that bad fries <SEP> positive,The fries pictured were surprisingly not that bad .,food -> quality,Restaurants
comment_2_954,surprisingly quick food <SEP> positive,The food was surprisingly quick .,food -> quality,Restaurants
comment_2_955,synthetic overall food <SEP> negative,", beans taste like from a can and just overall food tasted synthetic .",food -> quality,Restaurants
comment_2_956,tasteless food <SEP> negative,I told the waitress about the tasteless food,food -> quality,Restaurants
comment_2_957,tasty food <SEP> positive,The food here is tasty .,food -> quality,Restaurants
comment_2_958,tasty meat <SEP> positive,I just had to pick up the bone and savor every morsel of tasty meat !  ,food -> quality,Restaurants
comment_2_959,tasty ribs <SEP> positive,Brisket and ribs are tasty .,food -> quality,Restaurants
comment_2_960,tender meat <SEP> positive,The meat is tender and you can taste the freshness .  ,food -> quality,Restaurants
comment_2_961,tender osso bucco <SEP> positive,Osso Bucco is tender and delicious .,food -> quality,Restaurants
comment_2_962,terrible black <SEP> negative,"The black lady there was also terrible , , , I would advise on firing them and hiring some younger college fools that want to be in hospitality .",food -> quality,Hotels
comment_2_963,terrible car wash <SEP> negative,Terrible car wash .,food -> quality,Automotive
comment_2_964,terrible chicken <SEP> negative,"Aside from it tasting terrible , the chicken looked really scary .",food -> quality,Restaurants
comment_2_965,terrible food <SEP> negative,Terrible food .,food -> quality,Restaurants
comment_2_966,terrible food manager <SEP> negative,Terrible food Manager and female employee on this date .  ,food -> quality,Arts & Entertainment
comment_2_967,terrible popcorn <SEP> negative,and the popcorn is terrible .,food -> quality,Arts & Entertainment
comment_2_968,terrible sauce <SEP> negative,Terrible consistency and the sauce was terrible .,food -> quality,Restaurants
comment_2_969,terrific breakfast buffet <SEP> positive,"Terrific breakfast buffet , hot beverage delivered to my room with newspaper every morning , turn - down service .",food -> quality,Hotels
comment_2_970,terrific omelet <SEP> positive,My Mom ordered the omelet and reported it was terrific .,food -> quality,Hotels
comment_2_971,the wedding soup <SEP> positive,I also had the wedding soup and   I 've tried them everywhere and was by far the best I 've ever had .    ,food -> quality,Restaurants
comment_2_972,timely food <SEP> positive,The food came out timely and was really good .,food -> quality,Restaurants
comment_2_973,tons of food <SEP> negative,"Progressive had tons of food options , and we even went on $ 1 hot dog night .  ",food -> quality,Arts & Entertainment
